"Rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"1","Singapore","Strength","Strength","-","94.65"
"2","Finland","","Strength","-","92.85"
"3","Norway","","Strength","-","92.73"
"4","New Zealand","","Strength","-","92.70"
"5","Canada","","Strength","-","91.69"
"6","Denmark","","Strength","-","91.09"
"7","Netherlands","","","-","89.98"
"8","Japan","","","-","89.76"
"9","Sweden","","","-","89.63"
"10","Hong Kong (China)","","","-","89.44"
"11","Switzerland","","","-","88.94"
"12","Australia","","","-","88.70"
"13","United States of America","","","-","87.69"
"14","United Kingdom","","","-","87.36"
"15","Iceland","","","-","86.02"
"16","Germany","","","-","85.87"
"17","Ireland","","","-","85.71"
"18","Austria","","","-","85.58"
"19","Slovenia","","","-","82.32"
"20","Belgium","","","-","82.20"
"21","France","","","-","81.21"
"22","Estonia","","","-","81.18"
"23","Portugal","","","-","81.16"
"24","Luxembourg","","","-","80.67"
"25","Cyprus","","","-","80.29"
"26","Korea, Republic of","Weakness","","-","78.49"
"27","Czech Republic","","","-","78.47"
"28","Spain","","","-","78.21"
"29","United Arab Emirates","","","-","77.76"
"30","Brunei Darussalam","","","-","77.29"
"31","Latvia","","","-","76.48"
"32","Italy","","","-","74.86"
"33","Malta","","","-","74.64"
"34","Israel","Weakness","","-","74.26"
"35","Slovakia","","","-","73.99"
"36","Poland","","","-","73.95"
"37","Chile","","","-","73.58"
"38","Lithuania","","","-","73.56"
"39","Georgia","Strength","","-","71.72"
"40","Hungary","","","-","70.36"
"41","Jamaica","Strength","Strength","-","70.14"
"42","Uruguay","","","-","69.97"
"43","Malaysia","Strength","","-","69.44"
"44","Croatia","Strength","","-","69.17"
"45","Bulgaria","Strength","","-","68.28"
"46","Montenegro","Strength","","-","68.23"
"47","Qatar","Weakness","","-","67.91"
"48","Romania","Strength","","-","67.82"
"49","TFYR Macedonia","","","-","67.47"
"50","Serbia","","","-","67.21"
"51","Botswana","","","-","66.62"
"52","Kazakhstan","","","-","66.24"
"53","South Africa","","","-","65.59"
"54","Greece","Weakness","","-","65.44"
"55","Albania","","","-","64.50"
"56","Mongolia","Strength","","-","64.15"
"57","Costa Rica","","","-","63.66"
"58","Panama","","","-","63.55"
"59","Mauritius","","","-","63.41"
"60","Rwanda","Strength","","-","63.39"
"61","Colombia","","","-","62.70"
"62","Trinidad and Tobago","Weakness","","-","62.66"
"63","Mexico","","","-","62.32"
"64","Oman","Weakness","","-","62.14"
"65","Thailand","","","-","61.95"
"66","Namibia","","","-","61.92"
"67","Armenia","Strength","","-","60.79"
"68","Jordan","Strength","","-","60.59"
"69","Peru","","","-","60.47"
"70","China","Weakness","","-","59.41"
"71","Azerbaijan","","","-","58.86"
"72","Bosnia and Herzegovina","","","-","58.72"
"73","Senegal","Strength","","-","57.80"
"74","Russian Federation","","","-","57.79"
"75","Morocco","","","-","56.96"
"76","Benin","","","-","56.53"
"77","Tunisia","","","-","56.38"
"78","Viet Nam","","","-","56.18"
"79","Moldova, Republic of","","","-","56.04"
"80","India","","","-","55.89"
"81","Belarus","","","-","55.46"
"82","Brazil","","","-","55.33"
"83","Dominican Republic","","","-","55.31"
"84","Kenya","","","-","55.27"
"85","El Salvador","","","-","55.10"
"86","Côte d'Ivoire","","","-","54.87"
"87","Burkina Faso","","","-","54.75"
"88","Argentina","","","-","54.70"
"89","Kuwait","Weakness","","-","54.10"
"90","Tanzania, United Republic of","","","-","53.74"
"91","Uganda","","","-","53.57"
"92","Niger","","","-","52.88"
"93","Philippines","","","-","52.63"
"94","Saudi Arabia","Weakness","","-","51.87"
"95","Togo","","","-","51.71"
"96","Turkey","Weakness","","-","51.01"
"97","Indonesia","","","-","50.87"
"98","Kyrgyzstan","","","-","50.72"
"99","Bahrain","Weakness","","-","50.71"
"100","Malawi","","","-","50.45"
"101","Paraguay","Weakness","","-","49.69"
"102","Algeria","Weakness","","-","49.60"
"103","Guinea","","","-","49.46"
"104","Lebanon","Weakness","","-","49.37"
"105","Sri Lanka","","","-","49.29"
"106","Madagascar","","","-","49.25"
"107","Ukraine","","Weakness","-","49.09"
"108","Mali","","","-","48.58"
"109","Nepal","","","-","48.31"
"110","Iran, Islamic Republic of","Weakness","","-","48.27"
"111","Cambodia","","","-","48.15"
"112","Cameroon","","","-","47.41"
"113","Zambia","","","-","47.15"
"114","Ghana","","","-","46.71"
"115","Guatemala","","","-","46.69"
"116","Honduras","","Weakness","-","45.11"
"117","Tajikistan","","","-","44.93"
"118","Ecuador","Weakness","Weakness","-","44.70"
"119","Nigeria","","","-","44.65"
"120","Egypt","","Weakness","-","44.28"
"121","Pakistan","","Weakness","-","43.97"
"122","Mozambique","Weakness","Weakness","-","43.84"
"123","Bangladesh","","Weakness","-","43.40"
"124","Zimbabwe","Weakness","Weakness","-","36.41"
"125","Bolivia, Plurinational State of","Weakness","Weakness","-","36.31"
"126","Yemen","Weakness","Weakness","-","28.72"
