"Rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"1","Switzerland","","Strength","-","72.42"
"2","Sweden","","Strength","-","60.46"
"3","China","","Strength","-","58.03"
"4","United States of America","","Strength","-","57.97"
"5","Korea, Republic of","","Strength","-","56.71"
"6","Netherlands","","Strength","-","55.93"
"7","Ireland","","","-","55.70"
"8","United Kingdom","","","-","54.92"
"9","Israel","","","-","53.61"
"10","Germany","","","-","53.42"
"11","Finland","","","-","51.89"
"12","Singapore","","","-","51.47"
"13","Luxembourg","","","-","49.06"
"14","Japan","","","-","48.57"
"15","Czech Republic","","Strength","-","46.68"
"16","Denmark","","","-","46.07"
"17","Austria","","","-","43.04"
"18","Barbados","","Strength","-","42.40"
"19","Estonia","","","-","42.09"
"20","New Zealand","","","-","42.01"
"21","Canada","","","-","41.93"
"22","Italy","","Strength","-","41.22"
"23","France","","","-","41.06"
"24","Iceland","","","-","40.72"
"25","Spain","","","-","39.92"
"26","Moldova, Republic of","","Strength","-","39.58"
"27","Norway","","","-","39.18"
"28","Viet Nam","","Strength","-","39.02"
"29","Malta","","","-","38.50"
"30","Slovenia","","","-","38.12"
"31","Hong Kong (China)","","","-","37.92"
"32","Belarus","","Strength","-","37.06"
"33","Russian Federation","","","-","36.58"
"34","Ukraine","","","-","36.39"
"35","Malaysia","","","-","36.23"
"36","Belgium","","","-","36.07"
"37","Bulgaria","","","-","35.36"
"38","Latvia","","","-","34.88"
"39","Australia","","","-","34.76"
"40","Hungary","","","-","34.75"
"41","Slovakia","","","-","33.71"
"42","Portugal","","","-","33.16"
"43","Romania","","","-","32.84"
"44","Croatia","","","-","30.98"
"45","Angola","","Strength","-","30.80"
"46","Armenia","","","-","30.56"
"47","Costa Rica","","","-","30.33"
"48","Thailand","","","-","30.26"
"49","India","","","-","30.09"
"50","Mexico","","","-","29.43"
"51","Gambia","","Strength","-","29.28"
"52","Mozambique","","Strength","-","29.00"
"53","Philippines","","","-","28.91"
"54","Montenegro","","","-","28.45"
"55","Lithuania","","","-","28.35"
"56","Poland","","","-","28.35"
"57","Chile","","","-","28.32"
"58","South Africa","","","-","28.26"
"59","Serbia","","","-","27.72"
"60","Turkey","","","-","27.25"
"61","Uzbekistan","","Strength","-","27.23"
"62","Mauritius","","","-","27.17"
"63","Kuwait","","","-","27.03"
"64","Sri Lanka","","","-","26.79"
"65","Cote dIvoire","","Strength","-","26.76"
"66","Malawi","","","-","26.69"
"67","Georgia","","","-","26.64"
"68","Cambodia","","Strength","-","26.59"
"69","TFYR Macedonia","","","-","26.25"
"70","Tajikistan","","","-","26.10"
"71","Greece","","","-","26.01"
"72","Brazil","","","-","25.45"
"73","Morocco","","","-","25.17"
"74","Saudi Arabia","","","-","25.07"
"75","Bahrain","","","-","25.01"
"76","Ghana","","","-","24.98"
"77","Mali","","","-","24.76"
"78","Cyprus","","","-","24.73"
"79","Panama","","","-","24.69"
"80","Qatar","","","-","24.53"
"81","Trinidad and Tobago","","","-","24.38"
"82","Kenya","","","-","24.16"
"83","Jordan","","","-","24.00"
"84","Oman","","","-","23.85"
"85","Mongolia","","","-","23.83"
"86","Colombia","","","-","23.75"
"87","Tunisia","","","-","23.27"
"88","Kyrgyzstan","","","-","23.22"
"89","Bosnia and Herzegovina","","","-","23.00"
"90","Iran, Islamic Republic of","","","-","22.47"
"91","Senegal","","","-","22.44"
"92","Uganda","","","-","22.39"
"93","Lebanon","","","-","22.38"
"94","Uruguay","","","-","22.27"
"95","Argentina","","","-","22.24"
"96","Kazakhstan","","","-","21.91"
"97","Egypt","","","-","21.71"
"98","Zambia","","","-","21.61"
"99","Burkina Faso","","","-","21.38"
"100","Indonesia","","","-","20.90"
"101","Pakistan","","","-","20.19"
"102","Bolivia, Plurinational State of","","","-","19.98"
"103","Myanmar","","Strength","-","19.97"
"104","Botswana","","","-","19.96"
"105","Nigeria","","","-","19.80"
"106","Venezuela, Bolivarian Republic of","","","-","19.26"
"107","Peru","","","-","19.19"
"108","Azerbaijan","","","-","19.00"
"109","Guatemala","","","-","18.89"
"110","Albania","","","-","18.52"
"111","Niger","","","-","18.38"
"112","Yemen","","","-","18.33"
"113","Seychelles","","Weakness","-","18.25"
"114","Cameroon","","","-","18.17"
"115","Algeria","","","-","17.76"
"116","Bangladesh","","","-","17.60"
"117","Tanzania, United Republic of","","","-","17.43"
"118","Ethiopia","","","-","17.26"
"119","Dominican Republic","","","-","17.12"
"120","Jamaica","","Weakness","-","16.36"
"121","Paraguay","","","-","16.19"
"122","Sudan","","","-","14.71"
"123","Honduras","","Weakness","-","14.66"
"124","Madagascar","","","-","14.24"
"125","Rwanda","","","-","14.12"
"126","Togo","","","-","13.92"
"127","Ecuador","","Weakness","-","13.38"
"128","Fiji","","Weakness","-","13.37"
"129","Cabo Verde","","","-","12.80"
"130","Zimbabwe","","","-","12.35"
"131","Nicaragua","","","-","12.30"
"132","Lesotho","","Weakness","-","12.23"
"133","El Salvador","","Weakness","-","12.16"
"134","United Arab Emirates","","Weakness","-","11.95"
"135","Guinea","","","-","10.23"
"136","Swaziland","","Weakness","-","9.69"
"137","Guyana","","Weakness","-","9.65"
"138","Namibia","","Weakness","-","8.52"
"139","Burundi","","Weakness","-","7.18"
"140","Nepal","","Weakness","-","3.23"
"141","Bhutan","","Weakness","-","2.60"
