"Rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"1","Hong Kong (China)","","Strength","-","67.38"
"2","Singapore","","","-","65.56"
"3","Norway","","Strength","-","63.90"
"4","Sweden","","Strength","-","63.59"
"5","Korea, Rep.","","Strength","-","62.82"
"6","United Kingdom","","Strength","-","60.57"
"7","Australia","","","-","60.07"
"8","Finland","","","-","59.69"
"9","Denmark","","","-","59.11"
"10","Switzerland","","","-","58.97"
"11","Japan","","","-","58.93"
"12","Netherlands","","","-","58.66"
"13","Canada","","","-","58.41"
"14","United States of America","","","-","57.55"
"15","Estonia","","Strength","-","57.43"
"16","Spain","","Strength","-","56.66"
"17","Germany","","","-","56.26"
"18","United Arab Emirates","","","-","55.89"
"19","France","","","-","54.68"
"20","Israel","","","-","53.70"
"21","Austria","","","-","53.65"
"22","Luxembourg","","","-","53.39"
"23","Qatar","","","-","53.09"
"24","New Zealand","","","-","52.06"
"25","Czech Republic","","","-","50.80"
"26","Italy","","Strength","-","49.83"
"27","Seychelles","","","-","49.56"
"28","Chile","","","-","48.20"
"29","Bahrain","","","-","48.11"
"30","Iceland","","","-","47.39"
"31","Saudi Arabia","","","-","47.01"
"32","Portugal","","","-","46.58"
"33","Belgium","","","-","46.51"
"34","Slovenia","","","-","46.39"
"35","Malaysia","","","-","45.70"
"36","Hungary","","","-","45.60"
"37","Croatia","","","-","45.43"
"38","Ireland","","","-","45.26"
"39","China","","","-","44.98"
"40","Colombia","","","-","44.83"
"41","Malta","","","-","44.68"
"42","Lithuania","","Strength","-","44.35"
"43","Bhutan","","","-","44.03"
"44","Kazakhstan","","","-","43.82"
"45","Slovakia","","","-","43.54"
"46","Latvia","","","-","42.93"
"47","Bulgaria","","","-","42.72"
"48","Mongolia","","","-","41.99"
"49","Poland","","","-","41.94"
"50","Romania","","","-","41.70"
"51","Russian Federation","","","-","41.14"
"52","Greece","","","-","41.13"
"53","Serbia","","","-","41.03"
"54","Panama","","","-","40.51"
"55","Mexico","","","-","39.88"
"56","Belarus","","","-","39.86"
"57","Oman","","","-","39.78"
"58","Morocco","","","-","39.61"
"59","Cabo Verde","","Strength","-","39.25"
"60","Brazil","","","-","39.16"
"61","Kuwait","","","-","39.00"
"62","Uruguay","","","-","38.55"
"63","Peru","","","-","38.19"
"64","Costa Rica","","","-","38.06"
"65","Argentina","","","-","37.98"
"66","Cyprus","","","-","37.57"
"67","Mauritius","","","-","37.09"
"68","Tunisia","","","-","37.02"
"69","Sri Lanka","","","-","36.61"
"70","Brunei Darussalam","","","-","36.58"
"71","Thailand","","","-","36.50"
"72","The Former Yugoslav Republic (FYR) of Macedonia","","","-","36.32"
"73","Egypt","","","-","36.12"
"74","Ecuador","","","-","35.93"
"75","Turkey","","","-","35.59"
"76","Botswana","","","-","35.35"
"77","Lebanon","","","-","34.92"
"78","Montenegro","","","-","34.23"
"79","Albania","","","-","34.06"
"80","Dominican Republic","","","-","34.00"
"81","Iran, Islamic Rep.","","","-","33.57"
"82","Georgia","","","-","33.26"
"83","Indonesia","","","-","33.06"
"84","South Africa","","","-","32.89"
"85","Azerbaijan","","","-","32.42"
"86","Algeria","","","-","32.23"
"87","India","","","-","32.12"
"88","Moldova, Rep.","","","-","31.87"
"89","El Salvador","","","-","31.29"
"90","Kyrgyzstan","","","-","31.28"
"91","Fiji","","Weakness","-","31.18"
"92","Jordan","","","-","31.06"
"93","Armenia","","","-","30.03"
"94","Philippines","","","-","29.99"
"95","Bosnia and Herzegovina","","","-","29.43"
"96","Uzbekistan","","","-","29.25"
"97","Niger","","","-","28.79"
"98","Lesotho","","Strength","-","28.77"
"99","Viet Nam","","","-","28.62"
"100","Guatemala","","","-","28.11"
"101","Nicaragua","","","-","28.11"
"102","Uganda","","","-","28.07"
"103","Barbados","","Weakness","-","27.88"
"104","Paraguay","","","-","27.58"
"105","Mozambique","","","-","27.52"
"106","Senegal","","","-","27.31"
"107","Ukraine","","","-","27.09"
"108","Bolivia, Plurinational St.","","","-","26.95"
"109","Jamaica","","","-","26.77"
"110","Bangladesh","","","-","26.67"
"111","Honduras","","","-","26.64"
"112","Venezuela, Bolivarian Rep.","","","-","25.98"
"113","Namibia","","","-","25.81"
"114","Trinidad and Tobago","","","-","25.66"
"115","Tanzania, United Rep.","","","-","25.37"
"116","Guyana","","Weakness","-","25.34"
"117","Ethiopia","","","-","25.16"
"118","Malawi","","","-","24.08"
"119","Nepal","","","-","23.16"
"120","Rwanda","","","-","23.03"
"121","Zimbabwe","","Weakness","-","22.75"
"122","Gambia","","","-","22.52"
"123","Madagascar","","","-","22.36"
"124","Pakistan","","","-","22.21"
"125","Nigeria","","","-","21.80"
"126","Burkina Faso","","Weakness","-","21.51"
"127","Kenya","","","-","21.13"
"128","Cambodia","","","-","20.99"
"129","Ghana","","","-","20.59"
"130","Zambia","","","-","20.43"
"131","Cote dIvoire","","","-","20.10"
"132","Cameroon","","","-","19.97"
"133","Tajikistan","","","-","19.59"
"134","Benin","","","-","18.34"
"135","Sudan","","","-","18.29"
"136","Mali","","Weakness","-","18.07"
"137","Angola","","","-","17.53"
"138","Myanmar","","","-","16.72"
"139","Guinea","","","-","16.54"
"140","Yemen","","","-","16.35"
"141","Burundi","","","-","16.10"
"142","Togo","","","-","15.37"
"143","Swaziland","","Weakness","-","14.83"
