"Rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"1","Singapore","","Strength","-","66.67"
"2","Luxembourg","","","-","60.76"
"3","Israel","","Strength","-","58.16"
"4","Ireland","","Strength","-","57.44"
"5","Barbados","","Strength","-","54.98"
"6","Hong Kong (China)","","Strength","-","54.85"
"7","Finland","","","-","54.79"
"8","Switzerland","","","-","54.20"
"9","Sweden","","","-","53.86"
"10","United States of America","","Strength","-","53.70"
"11","Netherlands","","","-","51.31"
"12","Fiji","","Strength","-","51.29"
"13","Guyana","","Strength","-","51.19"
"14","United Kingdom","","","-","50.18"
"15","Canada","","","-","47.97"
"16","France","","","-","47.42"
"17","Japan","","","-","46.78"
"18","Belgium","","Strength","-","46.52"
"19","Estonia","","","-","46.34"
"20","Czech Republic","","","-","46.19"
"21","Germany","","","-","46.14"
"22","Denmark","","","-","45.60"
"23","Malta","","","-","45.53"
"24","Austria","","","-","45.49"
"25","Iceland","","","-","44.41"
"26","Australia","","","-","43.91"
"27","Qatar","","","-","43.44"
"28","Norway","","","-","43.25"
"29","Malaysia","","","-","42.87"
"30","Korea, Rep.","","","-","42.72"
"31","Seychelles","","","-","42.43"
"32","China","","","-","41.79"
"33","New Zealand","","","-","41.54"
"34","United Arab Emirates","","","-","40.32"
"35","Italy","","","-","39.96"
"36","Slovenia","","","-","39.89"
"37","Brazil","","","-","39.32"
"38","Lebanon","","","-","39.09"
"39","Latvia","","","-","38.23"
"40","Bosnia and Herzegovina","","Strength","-","37.95"
"41","Jordan","","","-","37.82"
"42","Panama","","Strength","-","37.67"
"43","Saudi Arabia","","","-","37.58"
"44","Rwanda","","","-","37.49"
"45","Hungary","","","-","37.24"
"46","Chile","","","-","36.57"
"47","Costa Rica","","","-","35.93"
"48","Uganda","","","-","35.85"
"49","Bahrain","","","-","35.74"
"50","Malawi","","","-","35.28"
"51","Mongolia","","","-","35.25"
"52","Spain","","","-","35.23"
"53","Bulgaria","","","-","35.10"
"54","Mozambique","","Strength","-","34.99"
"55","Thailand","","","-","34.87"
"56","Portugal","","","-","34.52"
"57","Swaziland","","","-","34.46"
"58","Montenegro","","","-","34.44"
"59","Viet Nam","","","-","34.36"
"60","Russian Federation","","","-","34.26"
"61","Slovakia","","","-","34.17"
"62","Brunei Darussalam","","","-","34.15"
"63","Cyprus","","","-","33.81"
"64","Poland","","","-","33.75"
"65","Gambia","","Strength","-","33.29"
"66","Argentina","","","-","32.88"
"67","Honduras","","","-","32.87"
"68","South Africa","","","-","32.68"
"69","Croatia","","","-","32.52"
"70","Lithuania","","","-","32.19"
"71","El Salvador","","","-","31.85"
"72","Jamaica","","","-","31.53"
"73","Lesotho","","","-","31.30"
"74","Nepal","","","-","31.30"
"75","Burkina Faso","","","-","30.98"
"76","Colombia","","","-","30.78"
"77","Guatemala","","","-","30.72"
"78","Greece","","","-","30.56"
"79","Cabo Verde","","","-","30.35"
"80","Mauritius","","","-","30.22"
"81","Mexico","","","-","29.90"
"82","Dominican Republic","","","-","29.88"
"83","Serbia","","","-","29.71"
"84","Ghana","","","-","29.32"
"85","Bhutan","","","-","29.27"
"86","Paraguay","","","-","29.10"
"87","Ukraine","","","-","29.07"
"88","Peru","","","-","29.05"
"89","Egypt","","","-","28.90"
"90","Armenia","","","-","28.80"
"91","Kenya","","","-","28.48"
"92","Niger","","","-","28.29"
"93","India","","","-","28.02"
"94","Tanzania, United Rep.","","","-","28.02"
"95","Trinidad and Tobago","","","-","27.88"
"96","Bolivia, Plurinational St.","","","-","27.73"
"97","Zimbabwe","","","-","27.72"
"98","Kuwait","","","-","27.71"
"99","Romania","","","-","27.31"
"100","Oman","","","-","27.16"
"101","Nicaragua","","","-","26.97"
"102","Moldova, Rep.","","","-","26.85"
"103","The Former Yugoslav Republic (FYR) of Macedonia","","","-","26.82"
"104","Burundi","","","-","26.69"
"105","Cambodia","","","-","26.68"
"106","Kazakhstan","","","-","26.40"
"107","Guinea","","","-","26.34"
"108","Namibia","","","-","25.65"
"109","Ethiopia","","","-","25.62"
"110","Turkey","","Weakness","-","25.41"
"111","Benin","","Strength","-","25.16"
"112","Mali","","","-","25.13"
"113","Philippines","","","-","25.08"
"114","Belarus","","Weakness","-","24.92"
"115","Albania","","","-","24.88"
"116","Uruguay","","","-","24.67"
"117","Botswana","","","-","24.54"
"118","Senegal","","","-","23.94"
"119","Georgia","","","-","23.89"
"120","Ecuador","","","-","23.79"
"121","Venezuela, Bolivarian Rep.","","Strength","-","23.75"
"122","Madagascar","","","-","23.30"
"123","Cameroon","","","-","23.26"
"124","Indonesia","","","-","22.81"
"125","Kyrgyzstan","","","-","22.37"
"126","Tunisia","","Weakness","-","22.14"
"127","Zambia","","","-","21.97"
"128","Nigeria","","","-","21.26"
"129","Togo","","","-","21.10"
"130","Cote dIvoire","","Weakness","-","20.46"
"131","Azerbaijan","","","-","20.14"
"132","Sri Lanka","","Weakness","-","19.80"
"133","Pakistan","","","-","19.29"
"134","Morocco","","","-","18.19"
"135","Angola","","Weakness","-","17.77"
"136","Iran, Islamic Rep.","","","-","17.29"
"137","Algeria","","Weakness","-","17.22"
"138","Bangladesh","","Weakness","-","14.87"
"139","Sudan","","Weakness","-","14.76"
"140","Uzbekistan","","","-","12.73"
"141","Yemen","","Weakness","-","12.65"
"142","Tajikistan","","","-","12.64"
"143","Myanmar","","","-","8.78"
